Rev_id,Retailer,Division,Category,Department,Product_URL,Brand,Product_Name,Final_Price_after_Discount,Review_Link,Review_Header,Review_Creation_Date,Review_Rating_Score,Review_Text
228,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Hunter-Antero-46-in-LED-Indoor-Brushed-Nickel-Ceiling-Fan-with-Light-59212/300787132?keyword=1002260007&semanticToken=d0330000011_20200121111513609418_ts6l+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1002260007%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1002260007%7D%3Aqu,Hunter,Antero 46 in. LED Indoor Brushed Nickel Ceiling Fan with Light,119,https://www.homedepot.com/ReviewServices/reviews/v1/product/300787132?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=41&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,"We've installed these fans all through our house and love them. They're fairly easy to install, w...",11-Sep-18,5,"We've installed these fans all through our house and love them. They're fairly easy to install, with a little patience for some screws that are a bit difficult to reach, but once they're up they work very well. A handy balance kit is included and once that's used, the fans have 0 wobble to them even running at full speed."
229,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Hunter-Antero-46-in-LED-Indoor-Brushed-Nickel-Ceiling-Fan-with-Light-59212/300787132?keyword=1002260007&semanticToken=d0330000011_20200121111513609418_ts6l+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1002260007%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1002260007%7D%3Aqu,Hunter,Antero 46 in. LED Indoor Brushed Nickel Ceiling Fan with Light,119,https://www.homedepot.com/ReviewServices/reviews/v1/product/300787132?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=321&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,5 Star Review,1-Aug-19,5,Rating provided by a verified purchaser
230,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Hunter-Antero-46-in-LED-Indoor-Brushed-Nickel-Ceiling-Fan-with-Light-59212/300787132?keyword=1002260007&semanticToken=d0330000011_20200121111513609418_ts6l+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1002260007%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1002260007%7D%3Aqu,Hunter,Antero 46 in. LED Indoor Brushed Nickel Ceiling Fan with Light,119,https://www.homedepot.com/ReviewServices/reviews/v1/product/300787132?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=581&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,I installed a lot of ceiling fans easy to install...,21-Feb-19,5,I installed a lot of ceiling fans easy to install got to have correct ceiling box for safety make electrical connections properly with safety in mind nice to work with
231,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Hunter-Antero-46-in-LED-Indoor-Brushed-Nickel-Ceiling-Fan-with-Light-59212/300787132?keyword=1002260007&semanticToken=d0330000011_20200121111513609418_ts6l+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1002260007%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1002260007%7D%3Aqu,Hunter,Antero 46 in. LED Indoor Brushed Nickel Ceiling Fan with Light,119,https://www.homedepot.com/ReviewServices/reviews/v1/product/300787132?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=801&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,It was nice looking after I got both of them up and they were easy to put together Thank you,22-May-18,5,It was nice looking after I got both of them up and they were easy to put together Thank you
232,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Hunter-Antero-46-in-LED-Indoor-Brushed-Nickel-Ceiling-Fan-with-Light-59212/300787132?keyword=1002260007&semanticToken=d0330000011_20200121111513609418_ts6l+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1002260007%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1002260007%7D%3Aqu,Hunter,Antero 46 in. LED Indoor Brushed Nickel Ceiling Fan with Light,119,https://www.homedepot.com/ReviewServices/reviews/v1/product/300787132?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=731&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,Very Happy with Fan...,7-Aug-18,5,Very Happy with Fan
233,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Hunter-Antero-46-in-LED-Indoor-Brushed-Nickel-Ceiling-Fan-with-Light-59212/300787132?keyword=1002260007&semanticToken=d0330000011_20200121111513609418_ts6l+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1002260007%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1002260007%7D%3Aqu,Hunter,Antero 46 in. LED Indoor Brushed Nickel Ceiling Fan with Light,119,https://www.homedepot.com/ReviewServices/reviews/v1/product/300787132?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=841&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,Fan is beautiful. Installation was easy. No noise. Ordered online...,13-Feb-18,5,Fan is beautiful. Installation was easy. No noise. Ordered online and delivered on time without incident.
234,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Hunter-Antero-46-in-LED-Indoor-Brushed-Nickel-Ceiling-Fan-with-Light-59212/300787132?keyword=1002260007&semanticToken=d0330000011_20200121111513609418_ts6l+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1002260007%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1002260007%7D%3Aqu,Hunter,Antero 46 in. LED Indoor Brushed Nickel Ceiling Fan with Light,119,https://www.homedepot.com/ReviewServices/reviews/v1/product/300787132?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=61&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,Easy to install as a replacement for an older fan.  Quiet and well balanced.   Looks good.  LED l...,31-May-18,5,Easy to install as a replacement for an older fan.  Quiet and well balanced.   Looks good.  LED light is good.  Always can trust a Hunter fan.
235,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Hunter-Antero-46-in-LED-Indoor-Brushed-Nickel-Ceiling-Fan-with-Light-59212/300787132?keyword=1002260007&semanticToken=d0330000011_20200121111513609418_ts6l+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1002260007%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1002260007%7D%3Aqu,Hunter,Antero 46 in. LED Indoor Brushed Nickel Ceiling Fan with Light,119,https://www.homedepot.com/ReviewServices/reviews/v1/product/300787132?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=761&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,"It works quite well, once you get used to it's...",27-Jun-18,4,"It works quite well, once you get used to it's rather slow activation."
236,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Hunter-Antero-46-in-LED-Indoor-Brushed-Nickel-Ceiling-Fan-with-Light-59212/300787132?keyword=1002260007&semanticToken=d0330000011_20200121111513609418_ts6l+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1002260007%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1002260007%7D%3Aqu,Hunter,Antero 46 in. LED Indoor Brushed Nickel Ceiling Fan with Light,119,https://www.homedepot.com/ReviewServices/reviews/v1/product/300787132?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=571&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,4 Star Review,8-Mar-19,4,Rating provided by a verified purchaser
237,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Hunter-Antero-46-in-LED-Indoor-Brushed-Nickel-Ceiling-Fan-with-Light-59212/300787132?keyword=1002260007&semanticToken=d0330000011_20200121111513609418_ts6l+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1002260007%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1002260007%7D%3Aqu,Hunter,Antero 46 in. LED Indoor Brushed Nickel Ceiling Fan with Light,119,https://www.homedepot.com/ReviewServices/reviews/v1/product/300787132?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=41&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,"it is a great looking fan ,looks great in my...",22-Dec-18,4,"it is a great looking fan ,looks great in my living room the only reason I only gave it a 4 star is the wattage is really low.If you want to light up a room this is not the fan light.I love the way it looks though"
238,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Hunter-Antero-46-in-LED-Indoor-Brushed-Nickel-Ceiling-Fan-with-Light-59212/300787132?keyword=1002260007&semanticToken=d0330000011_20200121111513609418_ts6l+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1002260007%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1002260007%7D%3Aqu,Hunter,Antero 46 in. LED Indoor Brushed Nickel Ceiling Fan with Light,119,https://www.homedepot.com/ReviewServices/reviews/v1/product/300787132?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=341&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,I like the design with an enclosed light fixture.  Less cleaning!  The 2 tone blades gives you th...,23-Jul-19,4,"I like the design with an enclosed light fixture.  Less cleaning!  The 2 tone blades gives you the option of light or dark wood tones.  It was easy to install, but this is probably the 100th ceiling fan I've installed.  The instructions were clear that a novice should be able to install it.  There were a few steps that could be clearer, but you can reason your way through (counting the screws to pick the right ones).  Overall very happy."
239,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Hunter-Antero-46-in-LED-Indoor-Brushed-Nickel-Ceiling-Fan-with-Light-59212/300787132?keyword=1002260007&semanticToken=d0330000011_20200121111513609418_ts6l+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1002260007%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1002260007%7D%3Aqu,Hunter,Antero 46 in. LED Indoor Brushed Nickel Ceiling Fan with Light,119,https://www.homedepot.com/ReviewServices/reviews/v1/product/300787132?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=511&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,I like the unit except the light is not bright...,24-Apr-19,2,I like the unit except the light is not bright enough. Online info says that you can use up to a 14 watt LED bulbs to replace the 9.8. I can not find 14 watt bulbs. The 13 watt bulb is too large in size to fit this unit. It's too bad the manufacture did not design to fit larger bulbs. If you need light do not buy this unit. I am thinking of taking it down and returning it to Home Depot.
240,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Hunter-Antero-46-in-LED-Indoor-Brushed-Nickel-Ceiling-Fan-with-Light-59212/300787132?keyword=1002260007&semanticToken=d0330000011_20200121111513609418_ts6l+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1002260007%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1002260007%7D%3Aqu,Hunter,Antero 46 in. LED Indoor Brushed Nickel Ceiling Fan with Light,119,https://www.homedepot.com/ReviewServices/reviews/v1/product/300787132?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=51&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,The fan is beautiful but we couldn’t use either one....,21-Aug-18,1,"The fan is beautiful but we couldn’t use either one.  After 45 minutes of use, you could smell a burnt plastic or electricical smell. We tried two of them.  Same issue.  Bought another brand elsewhere and no problem so it was definitely the fan."
241,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Hunter-Antero-46-in-LED-Indoor-Brushed-Nickel-Ceiling-Fan-with-Light-59212/300787132?keyword=1002260007&semanticToken=d0330000011_20200121111513609418_ts6l+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1002260007%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1002260007%7D%3Aqu,Hunter,Antero 46 in. LED Indoor Brushed Nickel Ceiling Fan with Light,119,https://www.homedepot.com/ReviewServices/reviews/v1/product/300787132?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=641&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,"brought it home, put it together, installed on ceiling, and the motor made loud rubbing noise.  T...",18-Dec-18,1,"brought it home, put it together, installed on ceiling, and the motor made loud rubbing noise.  Too much effort to take it down and return it.  I'll live with it, but NEVER again.  Hunter isn't what it used to be."
242,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Hunter-Antero-46-in-LED-Indoor-Brushed-Nickel-Ceiling-Fan-with-Light-59212/300787132?keyword=1002260007&semanticToken=d0330000011_20200121111513609418_ts6l+d0330000011+%3E++cnn%3A%7B11%3A0%7D+cnr%3A%7B7%3A1%7D+cnd%3A%7B4%3A0%7D+cne%3A%7B8%3A0%7D+cnb%3A%7B9%3A0%7D+cns%3A%7B5%3A0%7D+cnx%3A%7B3%3A0%7D+st%3A%7B1002260007%7D%3Ast+oos%3A%7B0%3A1%7D+dln%3A%7B585354%7D+qu%3A%7B1002260007%7D%3Aqu,Hunter,Antero 46 in. LED Indoor Brushed Nickel Ceiling Fan with Light,119,https://www.homedepot.com/ReviewServices/reviews/v1/product/300787132?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=21&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,Literally took us several hours to install this one. Getting...,4-Jun-19,3,Literally took us several hours to install this one. Getting the remote’s receiver into the fan’s housing was difficult.
243,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Merwry-52-in-Integrated-LED-Indoor-Matte-Black-Ceiling-Fan-with-Light-Kit-and-Remote-Control-SW1422MBK/301231214,Home Decorators Collection,Merwry 52 in. Integrated LED Indoor Matte Black Ceiling Fan with Light Kit and Remote Control,124,https://www.homedepot.com/ReviewServices/reviews/v1/product/301231214?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=501&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,Great Fan.   Love the modern look and sleekness....,30-Jul-19,5,Great Fan.   Love the modern look and sleekness.   I bought two of them.
244,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Merwry-52-in-Integrated-LED-Indoor-Matte-Black-Ceiling-Fan-with-Light-Kit-and-Remote-Control-SW1422MBK/301231214,Home Decorators Collection,Merwry 52 in. Integrated LED Indoor Matte Black Ceiling Fan with Light Kit and Remote Control,124,https://www.homedepot.com/ReviewServices/reviews/v1/product/301231214?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=881&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,These fans were easy to install love the industrial look...,6-Nov-18,5,These fans were easy to install love the industrial look of them & they give off a lot of light... Love having the remote also
245,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Merwry-52-in-Integrated-LED-Indoor-Matte-Black-Ceiling-Fan-with-Light-Kit-and-Remote-Control-SW1422MBK/301231214,Home Decorators Collection,Merwry 52 in. Integrated LED Indoor Matte Black Ceiling Fan with Light Kit and Remote Control,124,https://www.homedepot.com/ReviewServices/reviews/v1/product/301231214?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=11&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,Very easy to install.  Great quality fan....,26-Jun-18,5,Very easy to install.  Great quality fan.
246,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Merwry-52-in-Integrated-LED-Indoor-Matte-Black-Ceiling-Fan-with-Light-Kit-and-Remote-Control-SW1422MBK/301231214,Home Decorators Collection,Merwry 52 in. Integrated LED Indoor Matte Black Ceiling Fan with Light Kit and Remote Control,124,https://www.homedepot.com/ReviewServices/reviews/v1/product/301231214?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=401&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,Instructions was perfect. My Son assemble fan. Didn’t believe one...,5-Nov-19,5,Instructions was perfect. My Son assemble fan. Didn’t believe one instruction but had to go back to it and all was fine   This fan color and light just fantastic especially the price from you. I’m very Happy
247,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Merwry-52-in-Integrated-LED-Indoor-Matte-Black-Ceiling-Fan-with-Light-Kit-and-Remote-Control-SW1422MBK/301231214,Home Decorators Collection,Merwry 52 in. Integrated LED Indoor Matte Black Ceiling Fan with Light Kit and Remote Control,124,https://www.homedepot.com/ReviewServices/reviews/v1/product/301231214?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=491&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,"We’ve now bought 4 of these fans, and continue to...",7-Aug-19,5,"We’ve now bought 4 of these fans, and continue to be impressed with the sleek design, multi-featured remote control, smooth operation, and very competitive price."
248,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Merwry-52-in-Integrated-LED-Indoor-Matte-Black-Ceiling-Fan-with-Light-Kit-and-Remote-Control-SW1422MBK/301231214,Home Decorators Collection,Merwry 52 in. Integrated LED Indoor Matte Black Ceiling Fan with Light Kit and Remote Control,124,https://www.homedepot.com/ReviewServices/reviews/v1/product/301231214?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=11&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,Easy assembly and so far (only had it a couple of weeks) it works great. Love the light and the a...,29-May-18,5,Easy assembly and so far (only had it a couple of weeks) it works great. Love the light and the ability to dim when needed. The remote is also great to have and work well. There was one area in the instructions that wasn't clear but I was able to figure it out.
249,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Merwry-52-in-Integrated-LED-Indoor-Matte-Black-Ceiling-Fan-with-Light-Kit-and-Remote-Control-SW1422MBK/301231214,Home Decorators Collection,Merwry 52 in. Integrated LED Indoor Matte Black Ceiling Fan with Light Kit and Remote Control,124,https://www.homedepot.com/ReviewServices/reviews/v1/product/301231214?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=701&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,Looks beautiful! Quietly generates lots of airflow!...,2-Apr-19,5,Looks beautiful! Quietly generates lots of airflow!
250,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Merwry-52-in-Integrated-LED-Indoor-Matte-Black-Ceiling-Fan-with-Light-Kit-and-Remote-Control-SW1422MBK/301231214,Home Decorators Collection,Merwry 52 in. Integrated LED Indoor Matte Black Ceiling Fan with Light Kit and Remote Control,124,https://www.homedepot.com/ReviewServices/reviews/v1/product/301231214?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=961&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,Well I didn’t  install it myself but it was...,4-Sep-18,5,Well I didn’t  install it myself but it was an easy installment by the electrician and it looks beautiful in my living room.  Glad I chose black as well - it was my granddaughters suggestions.
251,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Merwry-52-in-Integrated-LED-Indoor-Matte-Black-Ceiling-Fan-with-Light-Kit-and-Remote-Control-SW1422MBK/301231214,Home Decorators Collection,Merwry 52 in. Integrated LED Indoor Matte Black Ceiling Fan with Light Kit and Remote Control,124,https://www.homedepot.com/ReviewServices/reviews/v1/product/301231214?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=451&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,Doesn’t shake or make noise. We bought 5 of them....,3-Sep-19,5,Doesn’t shake or make noise. We bought 5 of them.
252,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Merwry-52-in-Integrated-LED-Indoor-Matte-Black-Ceiling-Fan-with-Light-Kit-and-Remote-Control-SW1422MBK/301231214,Home Decorators Collection,Merwry 52 in. Integrated LED Indoor Matte Black Ceiling Fan with Light Kit and Remote Control,124,https://www.homedepot.com/ReviewServices/reviews/v1/product/301231214?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=371&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,It’s easy to assemble and looks great!...,17-Dec-19,5,It’s easy to assemble and looks great!
253,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Merwry-52-in-Integrated-LED-Indoor-Matte-Black-Ceiling-Fan-with-Light-Kit-and-Remote-Control-SW1422MBK/301231214,Home Decorators Collection,Merwry 52 in. Integrated LED Indoor Matte Black Ceiling Fan with Light Kit and Remote Control,124,https://www.homedepot.com/ReviewServices/reviews/v1/product/301231214?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=431&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,Amazing Fan,29-Sep-19,5,I just purchased five (5) of these for my newly built home. They are easy to install and work amazing. The airflow is great and they are very quiet at night. The LED is amazing as it auto dims
254,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Merwry-52-in-Integrated-LED-Indoor-Matte-Black-Ceiling-Fan-with-Light-Kit-and-Remote-Control-SW1422MBK/301231214,Home Decorators Collection,Merwry 52 in. Integrated LED Indoor Matte Black Ceiling Fan with Light Kit and Remote Control,124,https://www.homedepot.com/ReviewServices/reviews/v1/product/301231214?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=541&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,"Easy to install, looks beautiful and works well....",2-Jul-19,5,"Easy to install, looks beautiful and works well."
255,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Merwry-52-in-Integrated-LED-Indoor-Matte-Black-Ceiling-Fan-with-Light-Kit-and-Remote-Control-SW1422MBK/301231214,Home Decorators Collection,Merwry 52 in. Integrated LED Indoor Matte Black Ceiling Fan with Light Kit and Remote Control,124,https://www.homedepot.com/ReviewServices/reviews/v1/product/301231214?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=861&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,"Used in small bedroom, the 52"" size is not overwhelming...",18-Dec-18,5,"Used in small bedroom, the 52"" size is not overwhelming due to the smaller light fixture; however, when the light is turned on, it delays about 2 seconds before bright. I love the contemporary look of the fan."
256,Homedepot,Lighting,Ceiling Fans,Ceiling Fans With Lights,https://www.homedepot.com/p/Home-Decorators-Collection-Merwry-52-in-Integrated-LED-Indoor-Matte-Black-Ceiling-Fan-with-Light-Kit-and-Remote-Control-SW1422MBK/301231214,Home Decorators Collection,Merwry 52 in. Integrated LED Indoor Matte Black Ceiling Fan with Light Kit and Remote Control,124,https://www.homedepot.com/ReviewServices/reviews/v1/product/301231214?key=x5w9jA8tWVGcqRhujrHTvjRwQfH8MkFc&startindex=901&pagesize=10&recfirstpage=10&stats=true&sort=mosthelpfull,This is the seventh one of these we have purchased....,9-Oct-18,5,This is the seventh one of these we have purchased. Works well.
